Country Name	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Suriname	3006.48773	3595.088055	5207.90002	5761.39536	6858.163158	7443.850178	8303.31332	8318.97692	9272.413453	9484.568098	9564.406383	8724.723897	5871.442003	5900.556486
Slovak Republic	10654.79371	11669.41975	13139.03218	16057.73314	18650.35912	16512.98197	16600.61359	18187.15744	17274.6423	18191.61279	18629.77966	16132.86031	16529.54097	17604.95098
Slovenia	17260.90151	18169.18091	19726.1265	23841.31792	27501.81027	24633.79785	23437.47202	24985.24827	22532.43564	23357.9392	24202.43084	20873.16111	21650.21276	23597.29173
Sweden	42442.22045	43085.35315	46256.4716	53324.37937	55746.84238	46207.0592	52076.25591	59593.28711	57134.07707	60283.24522	59180.19898	50812.19086	51844.76126	53442.00828
Eswatini	2529.633535	2873.862091	2937.360743	3047.488037	2842.43853	3032.517049	3690.239228	3934.273373	3864.760436	3587.000316	3379.896499	3047.946756	2770.199475	3224.393024
Seychelles	10176.65871	11092.51074	12014.39987	12154.82994	11122.86207	9706.95606	10804.68447	12189.09516	11998.44721	14764.93929	14700.21898	14725.10174	15060.99099	15504.46446
Chad	454.6765879	660.2421396	712.1847694	801.683884	929.7702391	804.4559039	896.5697341	989.2363633	973.4702574	986.0103177	1025.998515	784.1723072	651.2372438	669.8864259
Thailand	2659.839108	2893.651356	3368.952576	3972.206475	4378.687406	4212.054902	5075.302176	5491.159981	5859.887644	6168.394881	5953.793928	5846.394608	5979.293546	6593.819806
Tajikistan	309.2801834	337.359236	404.2872665	520.035956	706.0914128	666.3458569	738.3475227	834.5412953	954.7205253	1040.214412	1104.459019	918.6771543	795.8438644	800.9669641
Turkmenistan	1453.917166	1704.51475	2136.66815	2600.371428	3904.467675	4036.459223	4439.203	5649.978486	6675.262954	7304.420525	7962.365824	6432.668768	6389.334143	7355.831345
Tunisia	3112.835029	3194.562243	3371.71231	3778.184171	4310.093026	4129.977335	4140.15177	4256.91279	4137.54814	4199.084678	4270.307423	3828.100633	3688.646375	3490.828293
Turkey	6040.88491	7384.258482	8034.606676	9709.720022	10850.87039	9036.266711	10672.40016	11340.82362	11720.31386	12542.72153	12127.46072	10984.8052	10862.72538	10540.618
Tuvalu	2176.564747	2178.02921	2259.333279	2638.911845	2929.42164	2595.639908	3021.889528	3642.437689	3512.516068	3466.967564	3418.645719	3232.07334	3295.720635	3549.974741
Tanzania	345.189237	442.2528543	471.5273761	528.063562	651.2624387	658.7579527	701.6045501	733.4128065	820.1562898	901.7314303	950.3743138	872.2954949	877.507612	936.330768
Uganda	288.0236949	315.7880227	336.4593923	401.8508631	449.6928183	554.404991	595.2061732	574.9195814	636.6381935	655.0495347	702.7951171	675.1211418	580.383534	604.0427482
Ukraine	1367.352433	1828.717626	2303.018831	3068.608998	3891.037823	2545.480341	2965.142365	3569.757027	3855.42128	4029.715504	3104.658296	2124.662666	2185.728031	2639.824326
Uruguay	4117.308853	5220.951116	5877.876078	7009.69705	9062.312171	9415.170382	11938.212	14166.49909	15092.06819	16881.20568	16737.89827	15524.84247	15298.35089	16245.59837
United States	41921.80976	44307.92058	46437.06712	48061.53766	48401.42734	47001.55535	48375.40695	49793.71352	51450.95911	52782.08651	54696.72617	56443.81724	57588.53807	59531.66196
Uzbekistan	465.1198869	546.7768502	654.2838373	830.4076942	1082.286025	1213.265328	1377.08214	1564.966945	1740.468298	1907.551233	2050.448414	2137.576852	2105.870905	1504.226546
Vietnam	543.8658871	683.5968039	779.9748933	901.3248932	1143.268575	1210.69111	1310.370273	1515.479925	1722.683931	1871.325491	2012.04629	2065.169099	2170.648054	2343.124575
Vanuatu	1787.947023	1886.433359	2047.097823	2393.367265	2697.961375	2643.441423	2965.802434	3275.091684	3158.58688	3167.343056	3148.365103	2788.770919	2913.967232	3123.614592
Samoa	2351.033814	2571.286691	2807.954274	3022.561555	3509.761499	3035.068269	3453.434298	3942.051645	4234.640751	4219.024862	4179.049934	4149.411429	4030.013144	4360.75395
Kosovo	2135.332847	2190.552079	2371.662079	2788.479464	3254.860674	3209.694109	3283.211938	3733.491539	3600.815825	3877.758936	4054.721339	3574.17403	3697.548026	3893.969824
South Africa	4745.071685	5277.925459	5506.196503	5994.195403	5695.05786	5831.115574	7275.382112	7976.466077	7478.227665	6822.52476	6433.944544	5746.681127	5280.017633	6160.734569
Zambia	530.2772217	691.3178164	1030.154199	1104.587985	1369.068249	1139.110233	1463.213573	1644.619672	1734.930612	1850.793359	1738.088202	1313.889646	1262.989682	1509.797013
Zimbabwe	454.3606654	444.7605075	414.796232	396.9982166	325.6785703	624.2722419	719.9795163	840.9498765	968.1638747	1026.388292	1031.104614	1033.415841	1029.076649	1079.608291
